2018-09-12 09:53:31,400 - models/traditional_chinese_bilstm/log/train.log - INFO - model_type     :	idcnn
2018-09-12 09:53:31,401 - models/traditional_chinese_bilstm/log/train.log - INFO - num_chars      :	7147
2018-09-12 09:53:31,401 - models/traditional_chinese_bilstm/log/train.log - INFO - char_dim       :	100
2018-09-12 09:53:31,401 - models/traditional_chinese_bilstm/log/train.log - INFO - num_tags       :	17
2018-09-12 09:53:31,401 - models/traditional_chinese_bilstm/log/train.log - INFO - seg_dim        :	20
2018-09-12 09:53:31,401 - models/traditional_chinese_bilstm/log/train.log - INFO - lstm_dim       :	100
2018-09-12 09:53:31,401 - models/traditional_chinese_bilstm/log/train.log - INFO - batch_size     :	20
2018-09-12 09:53:31,401 - models/traditional_chinese_bilstm/log/train.log - INFO - emb_file       :	./extra_data/sc/w2v_model/zhwiki-embeddings-100.txt
2018-09-12 09:53:31,401 - models/traditional_chinese_bilstm/log/train.log - INFO - clip           :	5
2018-09-12 09:53:31,401 - models/traditional_chinese_bilstm/log/train.log - INFO - dropout_keep   :	0.5
2018-09-12 09:53:31,401 - models/traditional_chinese_bilstm/log/train.log - INFO - optimizer      :	adam
2018-09-12 09:53:31,401 - models/traditional_chinese_bilstm/log/train.log - INFO - lr             :	0.001
2018-09-12 09:53:31,401 - models/traditional_chinese_bilstm/log/train.log - INFO - tag_schema     :	iobes
2018-09-12 09:53:31,401 - models/traditional_chinese_bilstm/log/train.log - INFO - pre_emb        :	True
2018-09-12 09:53:31,401 - models/traditional_chinese_bilstm/log/train.log - INFO - zeros          :	False
2018-09-12 09:53:31,401 - models/traditional_chinese_bilstm/log/train.log - INFO - lower          :	True
2018-09-12 09:53:32,192 - models/traditional_chinese_bilstm/log/train.log - INFO - Created model with fresh parameters.
2018-09-12 09:53:33,263 - models/traditional_chinese_bilstm/log/train.log - INFO - Load pre-trained embedding.
2018-09-12 09:53:33,264 - models/traditional_chinese_bilstm/log/train.log - INFO - start training
2018-09-12 13:37:30,624 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:24 step:3914/16782, NER loss: 3.054014
2018-09-12 13:37:33,576 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:24 step:4014/16782, NER loss: 3.490691
2018-09-12 13:37:36,480 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:24 step:4114/16782, NER loss: 3.267136
2018-09-12 13:37:39,211 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:24 step:4214/16782, NER loss: 3.132351
2018-09-12 13:37:42,018 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:24 step:4314/16782, NER loss: 3.226489
2018-09-12 13:37:44,663 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:24 step:4414/16782, NER loss: 2.863733
2018-09-12 13:37:47,270 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:24 step:4514/16782, NER loss: 2.809445
2018-09-12 13:37:49,964 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:24 step:4614/16782, NER loss: 3.071116
2018-09-12 13:37:52,581 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:24 step:4714/16782, NER loss: 3.174754
2018-09-12 13:37:55,030 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:24 step:4814/16782, NER loss: 2.641074
2018-09-12 13:37:57,569 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:24 step:4914/16782, NER loss: 2.715360
2018-09-12 13:38:00,479 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:24 step:5014/16782, NER loss: 3.229750
2018-09-12 13:38:03,254 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:24 step:5114/16782, NER loss: 3.091158
2018-09-12 13:38:05,887 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:24 step:5214/16782, NER loss: 2.707538
2018-09-12 13:38:08,522 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:24 step:5314/16782, NER loss: 3.212278
2018-09-12 13:38:11,212 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:24 step:5414/16782, NER loss: 2.917371
2018-09-12 13:38:13,997 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:24 step:5514/16782, NER loss: 3.190756
2018-09-12 13:38:16,653 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:24 step:5614/16782, NER loss: 2.979023
2018-09-12 13:38:19,276 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:24 step:5714/16782, NER loss: 2.938598
2018-09-12 13:38:21,689 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:24 step:5814/16782, NER loss: 2.521863
2018-09-12 13:38:24,481 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:24 step:5914/16782, NER loss: 3.200350
2018-09-12 13:38:27,547 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:24 step:6014/16782, NER loss: 3.486740
2018-09-12 13:38:30,388 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:24 step:6114/16782, NER loss: 2.931091
2018-09-12 13:38:33,036 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:24 step:6214/16782, NER loss: 3.702270
2018-09-12 13:38:36,028 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:24 step:6314/16782, NER loss: 3.521410
2018-09-12 13:38:38,680 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:24 step:6414/16782, NER loss: 2.994619
2018-09-12 13:38:41,250 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:24 step:6514/16782, NER loss: 3.257638
2018-09-12 13:38:43,829 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:24 step:6614/16782, NER loss: 2.744175
2018-09-12 13:38:46,633 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:24 step:6714/16782, NER loss: 2.773758
2018-09-12 13:38:49,201 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:24 step:6814/16782, NER loss: 2.556258
2018-09-12 13:38:51,937 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:24 step:6914/16782, NER loss: 2.793937
2018-09-12 13:38:54,831 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:24 step:7014/16782, NER loss: 3.235266
2018-09-12 13:38:57,931 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:24 step:7114/16782, NER loss: 3.576121
2018-09-12 13:39:00,600 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:24 step:7214/16782, NER loss: 2.796487
2018-09-12 13:39:03,640 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:24 step:7314/16782, NER loss: 3.249303
2018-09-12 13:39:06,567 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:24 step:7414/16782, NER loss: 2.939038
2018-09-12 13:39:09,200 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:24 step:7514/16782, NER loss: 2.764471
2018-09-12 13:39:11,814 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:24 step:7614/16782, NER loss: 2.856814
2018-09-12 13:39:14,444 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:24 step:7714/16782, NER loss: 3.111400
2018-09-12 13:39:17,358 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:24 step:7814/16782, NER loss: 3.380011
2018-09-12 13:39:20,149 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:24 step:7914/16782, NER loss: 2.992181
2018-09-12 13:39:23,074 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:24 step:8014/16782, NER loss: 3.208088
2018-09-12 13:39:25,836 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:24 step:8114/16782, NER loss: 2.859962
2018-09-12 13:39:28,559 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:24 step:8214/16782, NER loss: 3.189886
2018-09-12 13:39:31,550 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:24 step:8314/16782, NER loss: 3.790908
2018-09-12 13:39:34,234 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:24 step:8414/16782, NER loss: 3.287014
2018-09-12 13:39:37,095 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:24 step:8514/16782, NER loss: 3.395931
2018-09-12 13:39:39,866 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:24 step:8614/16782, NER loss: 3.111187
2018-09-12 13:39:42,499 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:24 step:8714/16782, NER loss: 2.965747
2018-09-12 13:39:45,052 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:24 step:8814/16782, NER loss: 2.565943
2018-09-12 13:39:47,828 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:24 step:8914/16782, NER loss: 2.961513
2018-09-12 13:39:50,834 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:24 step:9014/16782, NER loss: 3.625092
2018-09-12 13:39:53,589 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:24 step:9114/16782, NER loss: 3.330034
2018-09-12 13:39:56,080 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:24 step:9214/16782, NER loss: 2.546020
2018-09-12 13:39:58,546 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:24 step:9314/16782, NER loss: 2.447492
2018-09-12 13:40:01,194 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:24 step:9414/16782, NER loss: 3.003120
2018-09-12 13:40:03,717 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:24 step:9514/16782, NER loss: 2.885048
2018-09-12 13:40:06,458 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:24 step:9614/16782, NER loss: 3.370157
2018-09-12 13:40:08,940 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:24 step:9714/16782, NER loss: 2.893966
2018-09-12 13:40:11,719 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:24 step:9814/16782, NER loss: 3.208009
2018-09-12 13:40:14,599 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:24 step:9914/16782, NER loss: 3.421276
2018-09-12 13:40:17,131 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:24 step:10014/16782, NER loss: 2.819724
2018-09-12 13:40:20,573 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:24 step:10114/16782, NER loss: 4.603698
2018-09-12 13:40:23,149 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:24 step:10214/16782, NER loss: 2.975284
2018-09-12 13:40:25,978 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:24 step:10314/16782, NER loss: 3.392215
2018-09-12 13:40:28,915 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:24 step:10414/16782, NER loss: 3.361988
2018-09-12 13:40:31,406 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:24 step:10514/16782, NER loss: 2.797653
2018-09-12 13:40:33,951 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:24 step:10614/16782, NER loss: 2.847869
2018-09-12 13:40:37,171 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:24 step:10714/16782, NER loss: 3.738814
2018-09-12 13:40:40,070 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:24 step:10814/16782, NER loss: 3.547511
2018-09-12 13:40:42,678 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:24 step:10914/16782, NER loss: 3.016408
2018-09-12 13:40:45,472 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:24 step:11014/16782, NER loss: 3.312362
2018-09-12 13:40:48,518 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:24 step:11114/16782, NER loss: 3.710360
2018-09-12 13:40:50,990 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:24 step:11214/16782, NER loss: 2.583973
2018-09-12 13:40:53,639 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:24 step:11314/16782, NER loss: 3.046116
2018-09-12 13:40:56,021 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:24 step:11414/16782, NER loss: 2.514069
2018-09-12 13:40:58,700 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:24 step:11514/16782, NER loss: 2.973696
2018-09-12 13:41:01,563 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:24 step:11614/16782, NER loss: 3.011453
2018-09-12 13:41:04,266 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:24 step:11714/16782, NER loss: 3.013492
2018-09-12 13:41:06,998 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:24 step:11814/16782, NER loss: 3.251424
2018-09-12 13:41:09,627 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:24 step:11914/16782, NER loss: 2.955172
2018-09-12 13:41:12,275 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:24 step:12014/16782, NER loss: 3.448115
2018-09-12 13:41:14,990 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:24 step:12114/16782, NER loss: 3.389791
2018-09-12 13:41:17,777 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:24 step:12214/16782, NER loss: 3.522388
2018-09-12 13:41:20,107 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:24 step:12314/16782, NER loss: 2.630337
2018-09-12 13:41:22,736 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:24 step:12414/16782, NER loss: 2.918896
2018-09-12 13:41:25,104 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:24 step:12514/16782, NER loss: 2.624285
2018-09-12 13:41:27,635 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:24 step:12614/16782, NER loss: 3.019420
2018-09-12 13:41:30,140 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:24 step:12714/16782, NER loss: 2.786667
2018-09-12 13:41:32,744 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:24 step:12814/16782, NER loss: 3.031803
2018-09-12 13:41:35,326 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:24 step:12914/16782, NER loss: 2.919467
2018-09-12 13:41:37,571 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:24 step:13014/16782, NER loss: 2.327420
2018-09-12 13:41:40,401 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:24 step:13114/16782, NER loss: 3.517582
2018-09-12 13:41:43,561 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:24 step:13214/16782, NER loss: 4.020343
2018-09-12 13:41:46,203 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:24 step:13314/16782, NER loss: 3.286239
2018-09-12 13:41:48,909 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:24 step:13414/16782, NER loss: 3.095938
2018-09-12 13:41:51,933 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:24 step:13514/16782, NER loss: 3.684728
2018-09-12 13:41:54,556 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:24 step:13614/16782, NER loss: 3.027143
2018-09-12 13:41:57,453 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:24 step:13714/16782, NER loss: 3.349954
2018-09-12 13:42:00,054 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:24 step:13814/16782, NER loss: 3.029362
2018-09-12 13:42:02,979 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:24 step:13914/16782, NER loss: 3.373293
2018-09-12 13:42:05,375 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:24 step:14014/16782, NER loss: 2.670747
2018-09-12 13:42:08,180 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:24 step:14114/16782, NER loss: 3.076419
2018-09-12 13:42:10,561 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:24 step:14214/16782, NER loss: 2.501980
2018-09-12 13:42:13,710 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:24 step:14314/16782, NER loss: 4.093404
2018-09-12 13:42:16,901 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:24 step:14414/16782, NER loss: 4.658848
2018-09-12 13:42:19,747 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:24 step:14514/16782, NER loss: 3.159164
2018-09-12 13:42:22,422 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:24 step:14614/16782, NER loss: 3.187129
2018-09-12 13:42:25,049 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:24 step:14714/16782, NER loss: 2.915280
2018-09-12 13:42:27,687 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:24 step:14814/16782, NER loss: 2.932427
2018-09-12 13:42:30,801 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:24 step:14914/16782, NER loss: 3.655539
2018-09-12 13:42:33,458 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:24 step:15014/16782, NER loss: 2.897851
2018-09-12 13:42:36,214 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:24 step:15114/16782, NER loss: 3.245247
2018-09-12 13:42:38,640 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:24 step:15214/16782, NER loss: 2.858129
2018-09-12 13:42:41,372 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:24 step:15314/16782, NER loss: 3.027052
2018-09-12 13:42:43,888 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:24 step:15414/16782, NER loss: 2.752683
2018-09-12 13:42:46,736 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:24 step:15514/16782, NER loss: 3.620340
2018-09-12 13:42:49,676 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:24 step:15614/16782, NER loss: 3.457780
2018-09-12 13:42:52,276 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:24 step:15714/16782, NER loss: 2.992577
2018-09-12 13:42:55,074 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:24 step:15814/16782, NER loss: 3.531924
2018-09-12 13:42:57,860 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:24 step:15914/16782, NER loss: 3.448215
2018-09-12 13:43:00,334 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:24 step:16014/16782, NER loss: 2.695011
2018-09-12 13:43:03,034 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:24 step:16114/16782, NER loss: 2.950344
2018-09-12 13:43:05,766 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:24 step:16214/16782, NER loss: 3.208464
2018-09-12 13:43:08,476 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:24 step:16314/16782, NER loss: 3.037320
2018-09-12 13:43:11,253 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:24 step:16414/16782, NER loss: 2.991721
2018-09-12 13:43:14,053 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:24 step:16514/16782, NER loss: 3.078683
2018-09-12 13:43:16,753 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:24 step:16614/16782, NER loss: 3.120089
2018-09-12 13:43:19,807 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:24 step:16714/16782, NER loss: 4.339929
2018-09-12 13:43:21,677 - models/traditional_chinese_bilstm/log/train.log - INFO - evaluate:dev
2018-09-12 13:44:21,775 - models/traditional_chinese_bilstm/log/train.log - INFO - processed 2624152 tokens with 117249 phrases; found: 111800 phrases; correct: 88172.

2018-09-12 13:44:21,775 - models/traditional_chinese_bilstm/log/train.log - INFO - accuracy:  96.21%; precision:  78.87%; recall:  75.20%; FB1:  76.99

2018-09-12 13:44:21,775 - models/traditional_chinese_bilstm/log/train.log - INFO -               LOC: precision:  77.30%; recall:  78.89%; FB1:  78.09  57194

2018-09-12 13:44:21,775 - models/traditional_chinese_bilstm/log/train.log - INFO -               ORG: precision:  66.52%; recall:  54.32%; FB1:  59.80  9848

2018-09-12 13:44:21,775 - models/traditional_chinese_bilstm/log/train.log - INFO -               PER: precision:  83.65%; recall:  66.38%; FB1:  74.02  19590

2018-09-12 13:44:21,775 - models/traditional_chinese_bilstm/log/train.log - INFO -              TIME: precision:  83.53%; recall:  85.94%; FB1:  84.72  25168

2018-09-12 13:44:21,833 - models/traditional_chinese_bilstm/log/train.log - INFO - new best dev f1 score:76.990
2018-09-12 13:44:22,076 - models/traditional_chinese_bilstm/log/train.log - INFO - model saved
2018-09-12 13:44:22,102 - models/traditional_chinese_bilstm/log/train.log - INFO - evaluate:test
2018-09-12 13:45:33,875 - models/traditional_chinese_bilstm/log/train.log - INFO - processed 3097665 tokens with 139085 phrases; found: 132594 phrases; correct: 104163.

2018-09-12 13:45:33,875 - models/traditional_chinese_bilstm/log/train.log - INFO - accuracy:  96.12%; precision:  78.56%; recall:  74.89%; FB1:  76.68

2018-09-12 13:45:33,875 - models/traditional_chinese_bilstm/log/train.log - INFO -               LOC: precision:  76.98%; recall:  78.86%; FB1:  77.91  67785

2018-09-12 13:45:33,875 - models/traditional_chinese_bilstm/log/train.log - INFO -               ORG: precision:  65.94%; recall:  53.74%; FB1:  59.22  11954

2018-09-12 13:45:33,875 - models/traditional_chinese_bilstm/log/train.log - INFO -               PER: precision:  83.31%; recall:  65.48%; FB1:  73.33  22729

2018-09-12 13:45:33,875 - models/traditional_chinese_bilstm/log/train.log - INFO -              TIME: precision:  83.52%; recall:  85.79%; FB1:  84.64  30126

2018-09-12 13:45:33,945 - models/traditional_chinese_bilstm/log/train.log - INFO - new best test f1 score:76.680
2018-09-12 13:45:34,850 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:25 step:32/16782, NER loss: 2.982792
2018-09-12 13:45:37,952 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:25 step:132/16782, NER loss: 3.290180
2018-09-12 13:45:40,786 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:25 step:232/16782, NER loss: 2.715671
2018-09-12 13:45:43,685 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:25 step:332/16782, NER loss: 2.985785
2018-09-12 13:45:46,369 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:25 step:432/16782, NER loss: 3.035201
2018-09-12 13:45:49,315 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:25 step:532/16782, NER loss: 3.415752
2018-09-12 13:45:51,857 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:25 step:632/16782, NER loss: 2.754703
2018-09-12 13:45:54,477 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:25 step:732/16782, NER loss: 3.024539
2018-09-12 13:45:57,253 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:25 step:832/16782, NER loss: 3.269413
2018-09-12 13:46:00,080 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:25 step:932/16782, NER loss: 3.128195
2018-09-12 13:46:02,803 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:25 step:1032/16782, NER loss: 3.244997
2018-09-12 13:46:05,430 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:25 step:1132/16782, NER loss: 3.269988
2018-09-12 13:46:07,894 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:25 step:1232/16782, NER loss: 2.736387
2018-09-12 13:46:10,495 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:25 step:1332/16782, NER loss: 2.844956
2018-09-12 13:46:13,302 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:25 step:1432/16782, NER loss: 3.421576
2018-09-12 13:46:15,896 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:25 step:1532/16782, NER loss: 2.873139
2018-09-12 13:46:18,522 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:25 step:1632/16782, NER loss: 2.855304
2018-09-12 13:46:21,423 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:25 step:1732/16782, NER loss: 3.305613
2018-09-12 13:46:23,910 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:25 step:1832/16782, NER loss: 2.415482
2018-09-12 13:46:26,703 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:25 step:1932/16782, NER loss: 3.348735
2018-09-12 13:46:29,746 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:25 step:2032/16782, NER loss: 3.646065
2018-09-12 13:46:32,578 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:25 step:2132/16782, NER loss: 2.989008
2018-09-12 13:46:35,405 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:25 step:2232/16782, NER loss: 3.038653
2018-09-12 13:46:38,021 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:25 step:2332/16782, NER loss: 2.833421
2018-09-12 13:46:40,788 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:25 step:2432/16782, NER loss: 3.472129
2018-09-12 13:46:43,469 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:25 step:2532/16782, NER loss: 3.316637
2018-09-12 13:46:46,019 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:25 step:2632/16782, NER loss: 2.931485
2018-09-12 13:46:49,156 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:25 step:2732/16782, NER loss: 3.584620
2018-09-12 13:46:51,785 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:25 step:2832/16782, NER loss: 3.047636
2018-09-12 13:46:54,353 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:25 step:2932/16782, NER loss: 2.850484
2018-09-12 13:46:57,074 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:25 step:3032/16782, NER loss: 2.982123
2018-09-12 13:46:59,885 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:25 step:3132/16782, NER loss: 3.081631
2018-09-12 13:47:02,313 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:25 step:3232/16782, NER loss: 2.826091
2018-09-12 13:47:05,352 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:25 step:3332/16782, NER loss: 3.756408
2018-09-12 13:47:07,950 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:25 step:3432/16782, NER loss: 2.970067
2018-09-12 13:47:10,415 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:25 step:3532/16782, NER loss: 2.706763
2018-09-12 13:47:12,673 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:25 step:3632/16782, NER loss: 2.587344
2018-09-12 13:47:15,591 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:25 step:3732/16782, NER loss: 3.496785
2018-09-12 13:47:18,163 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:25 step:3832/16782, NER loss: 2.946042
2018-09-12 13:47:20,564 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:25 step:3932/16782, NER loss: 2.569568
2018-09-12 13:47:23,193 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:25 step:4032/16782, NER loss: 2.942120
2018-09-12 13:47:26,197 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:25 step:4132/16782, NER loss: 3.864983
2018-09-12 13:47:29,057 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:25 step:4232/16782, NER loss: 3.364346
2018-09-12 13:47:31,648 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:25 step:4332/16782, NER loss: 3.007809
2018-09-12 13:47:34,132 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:25 step:4432/16782, NER loss: 2.607061
2018-09-12 13:47:37,257 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:25 step:4532/16782, NER loss: 4.187387
2018-09-12 13:47:39,914 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:25 step:4632/16782, NER loss: 3.230412
2018-09-12 13:47:42,457 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:25 step:4732/16782, NER loss: 2.864833
2018-09-12 13:47:45,036 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:25 step:4832/16782, NER loss: 3.037448
2018-09-12 13:47:47,833 - models/traditional_chinese_bilstm/log/train.log - INFO - iteration:25 step:4932/16782, NER loss: 3.086327
