2018-09-14 11:31:38,330 - models/simple_chinese_bilstm/log/train.log - INFO - model_type     :	idcnn
2018-09-14 11:31:38,331 - models/simple_chinese_bilstm/log/train.log - INFO - num_chars      :	6874
2018-09-14 11:31:38,331 - models/simple_chinese_bilstm/log/train.log - INFO - char_dim       :	100
2018-09-14 11:31:38,331 - models/simple_chinese_bilstm/log/train.log - INFO - num_tags       :	17
2018-09-14 11:31:38,331 - models/simple_chinese_bilstm/log/train.log - INFO - seg_dim        :	20
2018-09-14 11:31:38,331 - models/simple_chinese_bilstm/log/train.log - INFO - lstm_dim       :	100
2018-09-14 11:31:38,331 - models/simple_chinese_bilstm/log/train.log - INFO - batch_size     :	20
2018-09-14 11:31:38,331 - models/simple_chinese_bilstm/log/train.log - INFO - emb_file       :	./extra_data/sc/w2v_model/zhwiki-embeddings-100.txt
2018-09-14 11:31:38,331 - models/simple_chinese_bilstm/log/train.log - INFO - clip           :	5
2018-09-14 11:31:38,331 - models/simple_chinese_bilstm/log/train.log - INFO - dropout_keep   :	0.5
2018-09-14 11:31:38,331 - models/simple_chinese_bilstm/log/train.log - INFO - optimizer      :	adam
2018-09-14 11:31:38,331 - models/simple_chinese_bilstm/log/train.log - INFO - lr             :	0.001
2018-09-14 11:31:38,331 - models/simple_chinese_bilstm/log/train.log - INFO - tag_schema     :	iobes
2018-09-14 11:31:38,331 - models/simple_chinese_bilstm/log/train.log - INFO - pre_emb        :	True
2018-09-14 11:31:38,331 - models/simple_chinese_bilstm/log/train.log - INFO - zeros          :	False
2018-09-14 11:31:38,331 - models/simple_chinese_bilstm/log/train.log - INFO - lower          :	True
2018-09-14 11:31:39,183 - models/simple_chinese_bilstm/log/train.log - INFO - Created model with fresh parameters.
2018-09-14 11:31:40,784 - models/simple_chinese_bilstm/log/train.log - INFO - Load pre-trained embedding.
2018-09-14 11:31:40,784 - models/simple_chinese_bilstm/log/train.log - INFO - start training
2018-09-14 14:38:51,014 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:20 step:12542/16782, NER loss: 2.951184
2018-09-14 14:38:53,341 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:20 step:12642/16782, NER loss: 2.324029
2018-09-14 14:38:55,662 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:20 step:12742/16782, NER loss: 2.487540
2018-09-14 14:38:58,234 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:20 step:12842/16782, NER loss: 2.883667
2018-09-14 14:39:00,712 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:20 step:12942/16782, NER loss: 2.982708
2018-09-14 14:39:03,471 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:20 step:13042/16782, NER loss: 2.858823
2018-09-14 14:39:06,006 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:20 step:13142/16782, NER loss: 2.859754
2018-09-14 14:39:08,770 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:20 step:13242/16782, NER loss: 3.110196
2018-09-14 14:39:11,390 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:20 step:13342/16782, NER loss: 2.815193
2018-09-14 14:39:13,769 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:20 step:13442/16782, NER loss: 2.775045
2018-09-14 14:39:16,561 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:20 step:13542/16782, NER loss: 3.138753
2018-09-14 14:39:19,209 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:20 step:13642/16782, NER loss: 3.092664
2018-09-14 14:39:21,854 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:20 step:13742/16782, NER loss: 3.119270
2018-09-14 14:39:24,634 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:20 step:13842/16782, NER loss: 3.323999
2018-09-14 14:39:27,050 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:20 step:13942/16782, NER loss: 2.517900
2018-09-14 14:39:29,841 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:20 step:14042/16782, NER loss: 3.085908
2018-09-14 14:39:32,226 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:20 step:14142/16782, NER loss: 2.496295
2018-09-14 14:39:35,091 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:20 step:14242/16782, NER loss: 3.359165
2018-09-14 14:39:38,085 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:20 step:14342/16782, NER loss: 3.539360
2018-09-14 14:39:40,775 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:20 step:14442/16782, NER loss: 2.988307
2018-09-14 14:39:43,278 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:20 step:14542/16782, NER loss: 2.747429
2018-09-14 14:39:46,097 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:20 step:14642/16782, NER loss: 3.277322
2018-09-14 14:39:48,882 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:20 step:14742/16782, NER loss: 3.193124
2018-09-14 14:39:51,256 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:20 step:14842/16782, NER loss: 2.519487
2018-09-14 14:39:53,922 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:20 step:14942/16782, NER loss: 3.079226
2018-09-14 14:39:56,434 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:20 step:15042/16782, NER loss: 3.029515
2018-09-14 14:39:59,230 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:20 step:15142/16782, NER loss: 3.169167
2018-09-14 14:40:01,781 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:20 step:15242/16782, NER loss: 3.008603
2018-09-14 14:40:04,401 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:20 step:15342/16782, NER loss: 3.020224
2018-09-14 14:40:06,846 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:20 step:15442/16782, NER loss: 2.637662
2018-09-14 14:40:09,562 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:20 step:15542/16782, NER loss: 3.212764
2018-09-14 14:40:11,815 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:20 step:15642/16782, NER loss: 2.402285
2018-09-14 14:40:14,610 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:20 step:15742/16782, NER loss: 3.041471
2018-09-14 14:40:17,149 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:20 step:15842/16782, NER loss: 2.951402
2018-09-14 14:40:19,865 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:20 step:15942/16782, NER loss: 3.376806
2018-09-14 14:40:22,666 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:20 step:16042/16782, NER loss: 3.076977
2018-09-14 14:40:25,236 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:20 step:16142/16782, NER loss: 2.879622
2018-09-14 14:40:27,967 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:20 step:16242/16782, NER loss: 2.789050
2018-09-14 14:40:30,334 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:20 step:16342/16782, NER loss: 2.545175
2018-09-14 14:40:33,114 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:20 step:16442/16782, NER loss: 3.277606
2018-09-14 14:40:35,796 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:20 step:16542/16782, NER loss: 2.984623
2018-09-14 14:40:38,479 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:20 step:16642/16782, NER loss: 3.167575
2018-09-14 14:40:41,157 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:20 step:16742/16782, NER loss: 3.146967
2018-09-14 14:40:42,299 - models/simple_chinese_bilstm/log/train.log - INFO - evaluate:dev
2018-09-14 14:41:44,676 - models/simple_chinese_bilstm/log/train.log - INFO - processed 2622378 tokens with 117557 phrases; found: 109251 phrases; correct: 87995.

2018-09-14 14:41:44,676 - models/simple_chinese_bilstm/log/train.log - INFO - accuracy:  96.29%; precision:  80.54%; recall:  74.85%; FB1:  77.59

2018-09-14 14:41:44,676 - models/simple_chinese_bilstm/log/train.log - INFO -               LOC: precision:  77.95%; recall:  80.39%; FB1:  79.15  57522

2018-09-14 14:41:44,676 - models/simple_chinese_bilstm/log/train.log - INFO -               ORG: precision:  71.71%; recall:  49.77%; FB1:  58.76  8584

2018-09-14 14:41:44,677 - models/simple_chinese_bilstm/log/train.log - INFO -               PER: precision:  88.28%; recall:  62.34%; FB1:  73.08  17404

2018-09-14 14:41:44,677 - models/simple_chinese_bilstm/log/train.log - INFO -              TIME: precision:  84.05%; recall:  87.37%; FB1:  85.68  25741

2018-09-14 14:41:44,742 - models/simple_chinese_bilstm/log/train.log - INFO - new best dev f1 score:77.590
2018-09-14 14:41:44,962 - models/simple_chinese_bilstm/log/train.log - INFO - model saved
2018-09-14 14:41:44,988 - models/simple_chinese_bilstm/log/train.log - INFO - evaluate:test
2018-09-14 14:42:57,762 - models/simple_chinese_bilstm/log/train.log - INFO - processed 3086334 tokens with 138177 phrases; found: 128212 phrases; correct: 103572.

2018-09-14 14:42:57,762 - models/simple_chinese_bilstm/log/train.log - INFO - accuracy:  96.34%; precision:  80.78%; recall:  74.96%; FB1:  77.76

2018-09-14 14:42:57,762 - models/simple_chinese_bilstm/log/train.log - INFO -               LOC: precision:  78.39%; recall:  80.36%; FB1:  79.36  67365

2018-09-14 14:42:57,762 - models/simple_chinese_bilstm/log/train.log - INFO -               ORG: precision:  72.06%; recall:  50.31%; FB1:  59.25  10112

2018-09-14 14:42:57,762 - models/simple_chinese_bilstm/log/train.log - INFO -               PER: precision:  88.79%; recall:  63.17%; FB1:  73.82  20824

2018-09-14 14:42:57,762 - models/simple_chinese_bilstm/log/train.log - INFO -              TIME: precision:  83.54%; recall:  87.03%; FB1:  85.25  29911

2018-09-14 14:42:57,823 - models/simple_chinese_bilstm/log/train.log - INFO - new best test f1 score:77.760
2018-09-14 14:42:59,384 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:60/16782, NER loss: 3.053239
2018-09-14 14:43:01,837 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:160/16782, NER loss: 2.684980
2018-09-14 14:43:04,671 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:260/16782, NER loss: 3.245753
2018-09-14 14:43:07,375 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:360/16782, NER loss: 2.961196
2018-09-14 14:43:09,962 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:460/16782, NER loss: 2.881169
2018-09-14 14:43:12,969 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:560/16782, NER loss: 3.534034
2018-09-14 14:43:15,484 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:660/16782, NER loss: 2.787557
2018-09-14 14:43:17,980 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:760/16782, NER loss: 2.965142
2018-09-14 14:43:20,590 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:860/16782, NER loss: 2.818889
2018-09-14 14:43:23,121 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:960/16782, NER loss: 2.737949
2018-09-14 14:43:25,385 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:1060/16782, NER loss: 2.481344
2018-09-14 14:43:28,051 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:1160/16782, NER loss: 3.003808
2018-09-14 14:43:30,615 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:1260/16782, NER loss: 3.148646
2018-09-14 14:43:33,470 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:1360/16782, NER loss: 3.414148
2018-09-14 14:43:36,196 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:1460/16782, NER loss: 3.366511
2018-09-14 14:43:38,760 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:1560/16782, NER loss: 2.994243
2018-09-14 14:43:41,399 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:1660/16782, NER loss: 2.910590
2018-09-14 14:43:43,830 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:1760/16782, NER loss: 2.440901
2018-09-14 14:43:46,608 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:1860/16782, NER loss: 3.357461
2018-09-14 14:43:48,942 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:1960/16782, NER loss: 2.408250
2018-09-14 14:43:51,624 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:2060/16782, NER loss: 3.052646
2018-09-14 14:43:54,112 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:2160/16782, NER loss: 2.848946
2018-09-14 14:43:56,481 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:2260/16782, NER loss: 2.508867
2018-09-14 14:43:59,048 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:2360/16782, NER loss: 2.827520
2018-09-14 14:44:01,572 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:2460/16782, NER loss: 2.987736
2018-09-14 14:44:04,160 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:2560/16782, NER loss: 3.060710
2018-09-14 14:44:06,921 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:2660/16782, NER loss: 3.240855
2018-09-14 14:44:09,683 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:2760/16782, NER loss: 3.230905
2018-09-14 14:44:12,356 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:2860/16782, NER loss: 3.190764
2018-09-14 14:44:14,942 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:2960/16782, NER loss: 2.937548
2018-09-14 14:44:17,122 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:3060/16782, NER loss: 2.355303
2018-09-14 14:44:19,585 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:3160/16782, NER loss: 2.903090
2018-09-14 14:44:22,877 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:3260/16782, NER loss: 5.118098
2018-09-14 14:44:25,906 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:3360/16782, NER loss: 4.027277
2018-09-14 14:44:28,476 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:3460/16782, NER loss: 3.012595
2018-09-14 14:44:31,080 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:3560/16782, NER loss: 3.045898
2018-09-14 14:44:33,777 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:3660/16782, NER loss: 2.987905
2018-09-14 14:44:36,252 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:3760/16782, NER loss: 2.760955
2018-09-14 14:44:38,764 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:3860/16782, NER loss: 2.810173
2018-09-14 14:44:41,450 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:3960/16782, NER loss: 2.937674
2018-09-14 14:44:44,343 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:4060/16782, NER loss: 3.668624
2018-09-14 14:44:46,758 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:4160/16782, NER loss: 2.645820
2018-09-14 14:44:49,575 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:4260/16782, NER loss: 3.017017
2018-09-14 14:44:52,226 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:4360/16782, NER loss: 3.093402
2018-09-14 14:44:55,031 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:4460/16782, NER loss: 3.166790
2018-09-14 14:44:57,394 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:4560/16782, NER loss: 2.621233
2018-09-14 14:45:00,217 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:4660/16782, NER loss: 3.288853
2018-09-14 14:45:02,948 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:4760/16782, NER loss: 2.866687
2018-09-14 14:45:05,443 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:4860/16782, NER loss: 2.851632
2018-09-14 14:45:08,014 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:4960/16782, NER loss: 2.879153
2018-09-14 14:45:10,386 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:5060/16782, NER loss: 2.496023
2018-09-14 14:45:13,073 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:5160/16782, NER loss: 3.062732
2018-09-14 14:45:15,683 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:5260/16782, NER loss: 3.001720
2018-09-14 14:45:18,368 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:5360/16782, NER loss: 2.907115
2018-09-14 14:45:20,877 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:5460/16782, NER loss: 2.793153
2018-09-14 14:45:23,996 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:5560/16782, NER loss: 3.749361
2018-09-14 14:45:26,661 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:5660/16782, NER loss: 3.104419
2018-09-14 14:45:29,142 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:5760/16782, NER loss: 2.690769
2018-09-14 14:45:31,601 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:5860/16782, NER loss: 2.778013
2018-09-14 14:45:34,258 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:5960/16782, NER loss: 3.043415
2018-09-14 14:45:36,727 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:6060/16782, NER loss: 3.000557
2018-09-14 14:45:38,966 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:6160/16782, NER loss: 2.428393
2018-09-14 14:45:41,645 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:6260/16782, NER loss: 3.046182
2018-09-14 14:45:44,331 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:6360/16782, NER loss: 3.060045
2018-09-14 14:45:46,673 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:6460/16782, NER loss: 2.533113
2018-09-14 14:45:49,268 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:6560/16782, NER loss: 2.804690
2018-09-14 14:45:52,019 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:6660/16782, NER loss: 3.322145
2018-09-14 14:45:54,920 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:6760/16782, NER loss: 3.466308
2018-09-14 14:45:57,737 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:6860/16782, NER loss: 3.368141
2018-09-14 14:46:00,335 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:6960/16782, NER loss: 2.941095
2018-09-14 14:46:02,826 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:7060/16782, NER loss: 2.825654
2018-09-14 14:46:05,800 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:7160/16782, NER loss: 3.609872
2018-09-14 14:46:08,699 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:7260/16782, NER loss: 3.677726
2018-09-14 14:46:11,251 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:7360/16782, NER loss: 2.943567
2018-09-14 14:46:13,885 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:7460/16782, NER loss: 3.171616
2018-09-14 14:46:16,507 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:7560/16782, NER loss: 3.017255
2018-09-14 14:46:19,361 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:7660/16782, NER loss: 3.284969
2018-09-14 14:46:22,295 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:7760/16782, NER loss: 3.814563
2018-09-14 14:46:24,754 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:7860/16782, NER loss: 2.760085
2018-09-14 14:46:27,244 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:7960/16782, NER loss: 3.552255
2018-09-14 14:46:29,947 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:8060/16782, NER loss: 3.193477
2018-09-14 14:46:32,696 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:8160/16782, NER loss: 3.364439
2018-09-14 14:46:35,161 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:8260/16782, NER loss: 2.745555
2018-09-14 14:46:37,889 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:8360/16782, NER loss: 3.163273
2018-09-14 14:46:40,571 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:8460/16782, NER loss: 3.229221
2018-09-14 14:46:43,276 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:8560/16782, NER loss: 3.055942
2018-09-14 14:46:46,007 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:8660/16782, NER loss: 3.107642
2018-09-14 14:46:48,577 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:8760/16782, NER loss: 2.937694
2018-09-14 14:46:51,235 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:8860/16782, NER loss: 3.210048
2018-09-14 14:46:53,762 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:8960/16782, NER loss: 2.932178
2018-09-14 14:46:56,388 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:9060/16782, NER loss: 3.132001
2018-09-14 14:46:58,747 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:9160/16782, NER loss: 2.522808
2018-09-14 14:47:01,347 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:9260/16782, NER loss: 3.043211
2018-09-14 14:47:04,080 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:9360/16782, NER loss: 3.301530
2018-09-14 14:47:06,620 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:9460/16782, NER loss: 2.860790
2018-09-14 14:47:09,288 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:9560/16782, NER loss: 2.997549
2018-09-14 14:47:11,792 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:9660/16782, NER loss: 2.839627
2018-09-14 14:47:14,384 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:9760/16782, NER loss: 3.022614
2018-09-14 14:47:17,457 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:9860/16782, NER loss: 4.085929
2018-09-14 14:47:19,872 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:9960/16782, NER loss: 2.691336
2018-09-14 14:47:22,185 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:10060/16782, NER loss: 2.368673
2018-09-14 14:47:24,534 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:10160/16782, NER loss: 2.399297
2018-09-14 14:47:27,287 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:10260/16782, NER loss: 3.079187
2018-09-14 14:47:29,917 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:10360/16782, NER loss: 3.009806
2018-09-14 14:47:32,601 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:10460/16782, NER loss: 3.298287
2018-09-14 14:47:35,119 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:10560/16782, NER loss: 2.748809
2018-09-14 14:47:37,980 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:10660/16782, NER loss: 3.322063
2018-09-14 14:47:40,484 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:10760/16782, NER loss: 2.980236
2018-09-14 14:47:43,316 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:10860/16782, NER loss: 3.179439
2018-09-14 14:47:46,216 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:10960/16782, NER loss: 3.617479
2018-09-14 14:47:48,821 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:11060/16782, NER loss: 2.859020
2018-09-14 14:47:51,344 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:11160/16782, NER loss: 2.961490
2018-09-14 14:47:53,889 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:11260/16782, NER loss: 3.073001
2018-09-14 14:47:56,299 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:11360/16782, NER loss: 2.675205
2018-09-14 14:47:59,329 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:11460/16782, NER loss: 3.701399
2018-09-14 14:48:01,882 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:11560/16782, NER loss: 2.792006
2018-09-14 14:48:04,335 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:11660/16782, NER loss: 2.745513
2018-09-14 14:48:06,716 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:11760/16782, NER loss: 2.491729
2018-09-14 14:48:09,411 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:11860/16782, NER loss: 3.149065
2018-09-14 14:48:12,083 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:11960/16782, NER loss: 2.901717
2018-09-14 14:48:14,380 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:12060/16782, NER loss: 2.439372
2018-09-14 14:48:16,916 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:12160/16782, NER loss: 2.750469
2018-09-14 14:48:19,366 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:12260/16782, NER loss: 2.604056
2018-09-14 14:48:21,896 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:12360/16782, NER loss: 2.677733
2018-09-14 14:48:24,544 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:12460/16782, NER loss: 3.318257
2018-09-14 14:48:27,255 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:12560/16782, NER loss: 3.108922
2018-09-14 14:48:29,853 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:12660/16782, NER loss: 3.003555
2018-09-14 14:48:32,376 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:12760/16782, NER loss: 2.608484
2018-09-14 14:48:34,872 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:12860/16782, NER loss: 2.816693
2018-09-14 14:48:37,466 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:12960/16782, NER loss: 2.780499
2018-09-14 14:48:39,944 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:13060/16782, NER loss: 2.807286
2018-09-14 14:48:42,581 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:13160/16782, NER loss: 3.026203
2018-09-14 14:48:45,139 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:13260/16782, NER loss: 2.738528
2018-09-14 14:48:47,628 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:13360/16782, NER loss: 2.916488
2018-09-14 14:48:50,446 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:13460/16782, NER loss: 3.661790
2018-09-14 14:48:53,097 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:13560/16782, NER loss: 3.037572
2018-09-14 14:48:55,530 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:13660/16782, NER loss: 2.655707
2018-09-14 14:48:58,348 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:13760/16782, NER loss: 3.247771
2018-09-14 14:49:01,018 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:21 step:13860/16782, NER loss: 3.249416
